entity_type,model,excluded_round,training_rounds,entity_id,entity_name,form_tier,actual_bonus,predicted_bonus,prediction_event_effect,error
driver,constant,2,"4,5,9",albon,Alexander Albon,low,13,4.359375,0,-8.640625
driver,constant,2,"4,5,9",alonso,Fernando Alonso,low,6,4.359375,0,-1.640625
driver,constant,2,"4,5,9",antonelli,Kimi Antonelli,high,11,4.359375,0,-6.640625
driver,constant,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,4.359375,0,8.359375
driver,constant,2,"4,5,9",bearman,Oliver Bearman,low,5,4.359375,0,-0.640625
driver,constant,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,4.359375,0,-1.640625
driver,constant,2,"4,5,9",bottas,Valtteri Bottas,low,-8,4.359375,0,12.359375
driver,constant,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.359375,0,-4.640625
driver,constant,2,"4,5,9",hadjar,Isack Hadjar,high,3,4.359375,0,1.359375
driver,constant,2,"4,5,9",hamilton,Lewis Hamilton,high,15,4.359375,0,-10.640625
driver,constant,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,4.359375,0,7.359375
driver,constant,2,"4,5,9",lawson,Liam Lawson,middle,14,4.359375,0,-9.640625
driver,constant,2,"4,5,9",leclerc,Charles Leclerc,high,21,4.359375,0,-16.640625
driver,constant,2,"4,5,9",max_verstappen,Max Verstappen,high,15,4.359375,0,-10.640625
driver,constant,2,"4,5,9",norris,Lando Norris,high,5,4.359375,0,-0.640625
driver,constant,2,"4,5,9",ocon,Esteban Ocon,middle,9,4.359375,0,-4.640625
driver,constant,2,"4,5,9",perez,Sergio Perez,low,9,4.359375,0,-4.640625
driver,constant,2,"4,5,9",piastri,Oscar Piastri,high,7,4.359375,0,-2.640625
driver,constant,2,"4,5,9",russell,George Russell,high,12,4.359375,0,-7.640625
driver,constant,2,"4,5,9",sainz,Carlos Sainz,middle,12,4.359375,0,-7.640625
driver,constant,2,"4,5,9",stroll,Lance Stroll,low,5,4.359375,0,-0.640625
driver,constant,4,"2,5,9",albon,Alexander Albon,low,5,5.777777778,0,0.7777777778
driver,constant,4,"2,5,9",alonso,Fernando Alonso,low,10,5.777777778,0,-4.222222222
driver,constant,4,"2,5,9",antonelli,Kimi Antonelli,high,1,5.777777778,0,4.777777778
driver,constant,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,5.777777778,0,15.77777778
driver,constant,4,"2,5,9",bearman,Oliver Bearman,low,3,5.777777778,0,2.777777778
driver,constant,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,5.777777778,0,15.77777778
driver,constant,4,"2,5,9",bottas,Valtteri Bottas,low,1,5.777777778,0,4.777777778
driver,constant,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,5.777777778,0,7.777777778
driver,constant,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.777777778,0,0.7777777778
driver,constant,4,"2,5,9",hadjar,Isack Hadjar,high,3,5.777777778,0,2.777777778
driver,constant,4,"2,5,9",hamilton,Lewis Hamilton,high,4,5.777777778,0,1.777777778
driver,constant,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,5.777777778,0,15.77777778
driver,constant,4,"2,5,9",lawson,Liam Lawson,middle,4,5.777777778,0,1.777777778
driver,constant,4,"2,5,9",leclerc,Charles Leclerc,high,8,5.777777778,0,-2.222222222
driver,constant,4,"2,5,9",max_verstappen,Max Verstappen,high,6,5.777777778,0,-0.2222222222
driver,constant,4,"2,5,9",norris,Lando Norris,high,13,5.777777778,0,-7.222222222
driver,constant,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.777777778,0,-3.222222222
driver,constant,4,"2,5,9",perez,Sergio Perez,low,4,5.777777778,0,1.777777778
driver,constant,4,"2,5,9",piastri,Oscar Piastri,high,9,5.777777778,0,-3.222222222
driver,constant,4,"2,5,9",russell,George Russell,high,10,5.777777778,0,-4.222222222
driver,constant,4,"2,5,9",sainz,Carlos Sainz,middle,4,5.777777778,0,1.777777778
driver,constant,4,"2,5,9",stroll,Lance Stroll,low,10,5.777777778,0,-4.222222222
driver,constant,5,"2,4,9",albon,Alexander Albon,low,6,5.671875,0,-0.328125
driver,constant,5,"2,4,9",alonso,Fernando Alonso,low,-9,5.671875,0,14.671875
driver,constant,5,"2,4,9",antonelli,Kimi Antonelli,high,12,5.671875,0,-6.328125
driver,constant,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,5.671875,0,3.671875
driver,constant,5,"2,4,9",bearman,Oliver Bearman,low,2,5.671875,0,3.671875
driver,constant,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,5.671875,0,3.671875
driver,constant,5,"2,4,9",bottas,Valtteri Bottas,low,6,5.671875,0,-0.328125
driver,constant,5,"2,4,9",colapinto,Franco Colapinto,middle,8,5.671875,0,-2.328125
driver,constant,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.671875,0,2.671875
driver,constant,5,"2,4,9",hadjar,Isack Hadjar,high,-10,5.671875,0,15.671875
driver,constant,5,"2,4,9",hamilton,Lewis Hamilton,high,3,5.671875,0,2.671875
driver,constant,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,5.671875,0,6.671875
driver,constant,5,"2,4,9",lawson,Liam Lawson,middle,11,5.671875,0,-5.328125
driver,constant,5,"2,4,9",leclerc,Charles Leclerc,high,6,5.671875,0,-0.328125
driver,constant,5,"2,4,9",max_verstappen,Max Verstappen,high,2,5.671875,0,3.671875
driver,constant,5,"2,4,9",norris,Lando Norris,high,9,5.671875,0,-3.328125
driver,constant,5,"2,4,9",ocon,Esteban Ocon,middle,3,5.671875,0,2.671875
driver,constant,5,"2,4,9",perez,Sergio Perez,low,5,5.671875,0,0.671875
driver,constant,5,"2,4,9",piastri,Oscar Piastri,high,6,5.671875,0,-0.328125
driver,constant,5,"2,4,9",russell,George Russell,high,9,5.671875,0,-3.328125
driver,constant,5,"2,4,9",stroll,Lance Stroll,low,3,5.671875,0,2.671875
driver,constant,9,"2,4,5",albon,Alexander Albon,low,7,4.953125,0,-2.046875
driver,constant,9,"2,4,5",alonso,Fernando Alonso,low,3,4.953125,0,1.953125
driver,constant,9,"2,4,5",antonelli,Kimi Antonelli,high,16,4.953125,0,-11.046875
driver,constant,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,4.953125,0,0.953125
driver,constant,9,"2,4,5",bearman,Oliver Bearman,low,6,4.953125,0,-1.046875
driver,constant,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,4.953125,0,1.953125
driver,constant,9,"2,4,5",bottas,Valtteri Bottas,low,2,4.953125,0,2.953125
driver,constant,9,"2,4,5",colapinto,Franco Colapinto,middle,7,4.953125,0,-2.046875
driver,constant,9,"2,4,5",gasly,Pierre Gasly,middle,5,4.953125,0,-0.046875
driver,constant,9,"2,4,5",hadjar,Isack Hadjar,high,3,4.953125,0,1.953125
driver,constant,9,"2,4,5",hamilton,Lewis Hamilton,high,6,4.953125,0,-1.046875
driver,constant,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,4.953125,0,1.953125
driver,constant,9,"2,4,5",lawson,Liam Lawson,middle,6,4.953125,0,-1.046875
driver,constant,9,"2,4,5",leclerc,Charles Leclerc,high,8,4.953125,0,-3.046875
driver,constant,9,"2,4,5",max_verstappen,Max Verstappen,high,3,4.953125,0,1.953125
driver,constant,9,"2,4,5",norris,Lando Norris,high,14,4.953125,0,-9.046875
driver,constant,9,"2,4,5",ocon,Esteban Ocon,middle,6,4.953125,0,-1.046875
driver,constant,9,"2,4,5",perez,Sergio Perez,low,-3,4.953125,0,7.953125
driver,constant,9,"2,4,5",piastri,Oscar Piastri,high,8,4.953125,0,-3.046875
driver,constant,9,"2,4,5",russell,George Russell,high,14,4.953125,0,-9.046875
driver,constant,9,"2,4,5",stroll,Lance Stroll,low,3,4.953125,0,1.953125
driver,strength_only,2,"4,5,9",albon,Alexander Albon,low,13,2.324442664,0,-10.67555734
driver,strength_only,2,"4,5,9",alonso,Fernando Alonso,low,6,2.628758472,0,-3.371241528
driver,strength_only,2,"4,5,9",antonelli,Kimi Antonelli,high,11,8.623779893,0,-2.376220107
driver,strength_only,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,3.800374333,0,7.800374333
driver,strength_only,2,"4,5,9",bearman,Oliver Bearman,low,5,3.511274316,0,-1.488725684
driver,strength_only,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,3.67864801,0,-2.32135199
driver,strength_only,2,"4,5,9",bottas,Valtteri Bottas,low,-8,1.776674209,0,9.776674209
driver,strength_only,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.395311738,0,-4.604688262
driver,strength_only,2,"4,5,9",hadjar,Isack Hadjar,high,3,4.819832291,0,1.819832291
driver,strength_only,2,"4,5,9",hamilton,Lewis Hamilton,high,15,7.513027193,0,-7.486972807
driver,strength_only,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,2.385305825,0,5.385305825
driver,strength_only,2,"4,5,9",lawson,Liam Lawson,middle,14,4.119905932,0,-9.880094068
driver,strength_only,2,"4,5,9",leclerc,Charles Leclerc,high,21,6.755280831,0,-14.24471917
driver,strength_only,2,"4,5,9",max_verstappen,Max Verstappen,high,15,6.432706074,0,-8.567293926
driver,strength_only,2,"4,5,9",norris,Lando Norris,high,5,5.53497444,0,0.53497444
driver,strength_only,2,"4,5,9",ocon,Esteban Ocon,middle,9,4.119905932,0,-4.880094068
driver,strength_only,2,"4,5,9",perez,Sergio Perez,low,9,2.55267952,0,-6.44732048
driver,strength_only,2,"4,5,9",piastri,Oscar Piastri,high,7,4.682890177,0,-2.317109823
driver,strength_only,2,"4,5,9",russell,George Russell,high,12,6.571169767,0,-5.428830233
driver,strength_only,2,"4,5,9",sainz,Carlos Sainz,middle,12,3.578900051,0,-8.421099949
driver,strength_only,2,"4,5,9",stroll,Lance Stroll,low,5,1.168042592,0,-3.831957408
driver,strength_only,4,"2,5,9",albon,Alexander Albon,low,5,2.83331031,0,-2.16668969
driver,strength_only,4,"2,5,9",alonso,Fernando Alonso,low,10,3.273824372,0,-6.726175628
driver,strength_only,4,"2,5,9",antonelli,Kimi Antonelli,high,1,11.9519514,0,10.9519514
driver,strength_only,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,4.969803511,0,14.96980351
driver,strength_only,4,"2,5,9",bearman,Oliver Bearman,low,3,4.551315152,0,1.551315152
driver,strength_only,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,4.793597886,0,14.79359789
driver,strength_only,4,"2,5,9",bottas,Valtteri Bottas,low,1,2.040384998,0,1.040384998
driver,strength_only,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,5.831008503,0,7.831008503
driver,strength_only,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.855236776,0,0.855236776
driver,strength_only,4,"2,5,9",hadjar,Isack Hadjar,high,3,6.445525619,0,3.445525619
driver,strength_only,4,"2,5,9",hamilton,Lewis Hamilton,high,4,10.34407507,0,6.344075069
driver,strength_only,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,2.921413123,0,12.92141312
driver,strength_only,4,"2,5,9",lawson,Liam Lawson,middle,4,5.432343276,0,1.432343276
driver,strength_only,4,"2,5,9",leclerc,Charles Leclerc,high,8,9.247195054,0,1.247195054
driver,strength_only,4,"2,5,9",max_verstappen,Max Verstappen,high,6,8.780250148,0,2.780250148
driver,strength_only,4,"2,5,9",norris,Lando Norris,high,13,7.480733665,0,-5.519266335
driver,strength_only,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.432343276,0,-3.567656724
driver,strength_only,4,"2,5,9",perez,Sergio Perez,low,4,3.163695857,0,-0.8363041433
driver,strength_only,4,"2,5,9",piastri,Oscar Piastri,high,9,6.247294291,0,-2.752705709
driver,strength_only,4,"2,5,9",russell,George Russell,high,10,8.980684046,0,-1.019315954
driver,strength_only,4,"2,5,9",sainz,Carlos Sainz,middle,4,4.649207166,0,0.649207166
driver,strength_only,4,"2,5,9",stroll,Lance Stroll,low,10,1.159356874,0,-8.840643126
driver,strength_only,5,"2,4,9",albon,Alexander Albon,low,6,2.944401728,0,-3.055598272
driver,strength_only,5,"2,4,9",alonso,Fernando Alonso,low,-9,3.354910323,0,12.35491032
driver,strength_only,5,"2,4,9",antonelli,Kimi Antonelli,high,12,11.44192965,0,-0.5580703478
driver,strength_only,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,4.935368416,0,2.935368416
driver,strength_only,5,"2,4,9",bearman,Oliver Bearman,low,2,4.54538525,0,2.54538525
driver,strength_only,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,4.771164977,0,2.771164977
driver,strength_only,5,"2,4,9",bottas,Valtteri Bottas,low,6,2.205486256,0,-3.794513744
driver,strength_only,5,"2,4,9",colapinto,Franco Colapinto,middle,8,5.73791272,0,-2.26208728
driver,strength_only,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.760490692,0,2.760490692
driver,strength_only,5,"2,4,9",hadjar,Isack Hadjar,high,-10,6.31057221,0,16.31057221
driver,strength_only,5,"2,4,9",hamilton,Lewis Hamilton,high,3,9.943573279,0,6.943573279
driver,strength_only,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,3.026503447,0,4.026503447
driver,strength_only,5,"2,4,9",lawson,Liam Lawson,middle,11,5.366402441,0,-5.633597559
driver,strength_only,5,"2,4,9",leclerc,Charles Leclerc,high,6,8.921406877,0,2.921406877
driver,strength_only,5,"2,4,9",max_verstappen,Max Verstappen,high,2,8.486267766,0,6.486267766
driver,strength_only,5,"2,4,9",norris,Lando Norris,high,9,7.275267409,0,-1.724732591
driver,strength_only,5,"2,4,9",ocon,Esteban Ocon,middle,3,5.366402441,0,2.366402441
driver,strength_only,5,"2,4,9",perez,Sergio Perez,low,5,3.252283175,0,-1.747716825
driver,strength_only,5,"2,4,9",piastri,Oscar Piastri,high,6,6.125843342,0,0.1258433422
driver,strength_only,5,"2,4,9",russell,George Russell,high,9,8.673049176,0,-0.3269508235
driver,strength_only,5,"2,4,9",stroll,Lance Stroll,low,3,1.384469066,0,-1.615530934
driver,strength_only,9,"2,4,5",albon,Alexander Albon,low,7,2.632098903,0,-4.367901097
driver,strength_only,9,"2,4,5",alonso,Fernando Alonso,low,3,2.981433642,0,-0.01856635812
driver,strength_only,9,"2,4,5",antonelli,Kimi Antonelli,high,16,9.863327995,0,-6.136672005
driver,strength_only,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,4.326372386,0,0.326372386
driver,strength_only,9,"2,4,5",bearman,Oliver Bearman,low,6,3.994504384,0,-2.005495616
driver,strength_only,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,4.18663849,0,1.18663849
driver,strength_only,9,"2,4,5",bottas,Valtteri Bottas,low,2,2.003296373,0,0.003296373459
driver,strength_only,9,"2,4,5",colapinto,Franco Colapinto,middle,7,5.0093218,0,-1.9906782
driver,strength_only,9,"2,4,5",gasly,Pierre Gasly,middle,5,5.028535211,0,0.02853521079
driver,strength_only,9,"2,4,5",hadjar,Isack Hadjar,high,3,5.496643761,0,2.496643761
driver,strength_only,9,"2,4,5",hamilton,Lewis Hamilton,high,6,8.588256198,0,2.588256198
driver,strength_only,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,2.701965851,0,-0.2980341491
driver,strength_only,9,"2,4,5",lawson,Liam Lawson,middle,6,4.693173862,0,-1.306826138
driver,strength_only,9,"2,4,5",leclerc,Charles Leclerc,high,8,7.718412699,0,-0.2815873011
driver,strength_only,9,"2,4,5",max_verstappen,Max Verstappen,high,3,7.348117876,0,4.348117876
driver,strength_only,9,"2,4,5",norris,Lando Norris,high,14,6.317580397,0,-7.682419603
driver,strength_only,9,"2,4,5",ocon,Esteban Ocon,middle,6,4.693173862,0,-1.306826138
driver,strength_only,9,"2,4,5",perez,Sergio Perez,low,-3,2.894099957,0,5.894099957
driver,strength_only,9,"2,4,5",piastri,Oscar Piastri,high,8,5.339443128,0,-2.660556872
driver,strength_only,9,"2,4,5",russell,George Russell,high,14,7.507065182,0,-6.492934818
driver,strength_only,9,"2,4,5",stroll,Lance Stroll,low,3,1.304626896,0,-1.695373104
driver,strength_event,2,"4,5,9",albon,Alexander Albon,low,13,2.340521874,0,-10.65947813
driver,strength_event,2,"4,5,9",alonso,Fernando Alonso,low,6,2.644107723,0,-3.355892277
driver,strength_event,2,"4,5,9",antonelli,Kimi Antonelli,high,11,8.62474895,0,-2.37525105
driver,strength_event,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,3.812913242,0,7.812913242
driver,strength_event,2,"4,5,9",bearman,Oliver Bearman,low,5,3.524506685,0,-1.475493315
driver,strength_event,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,3.691478902,0,-2.308521098
driver,strength_event,2,"4,5,9",bottas,Valtteri Bottas,low,-8,1.794067346,0,9.794067346
driver,strength_event,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.406423577,0,-4.593576423
driver,strength_event,2,"4,5,9",hadjar,Isack Hadjar,high,3,4.829925837,0,1.829925837
driver,strength_event,2,"4,5,9",hamilton,Lewis Hamilton,high,15,7.516660601,0,-7.483339399
driver,strength_event,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,2.401239044,0,5.401239044
driver,strength_event,2,"4,5,9",lawson,Liam Lawson,middle,14,4.131678384,0,-9.868321616
driver,strength_event,2,"4,5,9",leclerc,Charles Leclerc,high,21,6.760731837,0,-14.23926816
driver,strength_event,2,"4,5,9",max_verstappen,Max Verstappen,high,15,6.438930837,0,-8.561069163
driver,strength_event,2,"4,5,9",norris,Lando Norris,high,5,5.543352582,0,0.543352582
driver,strength_event,2,"4,5,9",ocon,Esteban Ocon,middle,9,4.131678384,0,-4.868321616
driver,strength_event,2,"4,5,9",perez,Sergio Perez,low,9,2.568211261,0,-6.431788739
driver,strength_event,2,"4,5,9",piastri,Oscar Piastri,high,7,4.693312205,0,-2.306687795
driver,strength_event,2,"4,5,9",russell,George Russell,high,12,6.577062398,0,-5.422937602
driver,strength_event,2,"4,5,9",sainz,Carlos Sainz,middle,12,3.591970207,0,-8.408029793
driver,strength_event,2,"4,5,9",stroll,Lance Stroll,low,5,1.186895647,0,-3.813104353
driver,strength_event,4,"2,5,9",albon,Alexander Albon,low,5,2.821253617,0,-2.178746383
driver,strength_event,4,"2,5,9",alonso,Fernando Alonso,low,10,3.26357145,0,-6.73642855
driver,strength_event,4,"2,5,9",antonelli,Kimi Antonelli,high,1,11.97723275,0,10.97723275
driver,strength_event,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,4.966495104,0,14.9664951
driver,strength_event,4,"2,5,9",bearman,Oliver Bearman,low,3,4.546293163,0,1.546293163
driver,strength_event,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,4.789567971,0,14.78956797
driver,strength_event,4,"2,5,9",bottas,Valtteri Bottas,low,1,2.025081519,0,1.025081519
driver,strength_event,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,5.831226466,0,7.831226466
driver,strength_event,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.855553947,0,0.8555539469
driver,strength_event,4,"2,5,9",hadjar,Isack Hadjar,high,3,6.448259842,0,3.448259842
driver,strength_event,4,"2,5,9",hamilton,Lewis Hamilton,high,4,10.36277266,0,6.362772658
driver,strength_event,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,2.909717184,0,12.90971718
driver,strength_event,4,"2,5,9",lawson,Liam Lawson,middle,4,5.430928828,0,1.430928828
driver,strength_event,4,"2,5,9",leclerc,Charles Leclerc,high,8,9.261401256,0,1.261401256
driver,strength_event,4,"2,5,9",max_verstappen,Max Verstappen,high,6,8.792544353,0,2.792544353
driver,strength_event,4,"2,5,9",norris,Lando Norris,high,13,7.487706748,0,-5.512293252
driver,strength_event,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.430928828,0,-3.569071172
driver,strength_event,4,"2,5,9",perez,Sergio Perez,low,4,3.152991991,0,-0.8470080085
driver,strength_event,4,"2,5,9",piastri,Oscar Piastri,high,9,6.249216818,0,-2.750783182
driver,strength_event,4,"2,5,9",russell,George Russell,high,10,8.993798967,0,-1.006201033
driver,strength_event,4,"2,5,9",sainz,Carlos Sainz,middle,4,4.644586015,0,0.6445860149
driver,strength_event,4,"2,5,9",stroll,Lance Stroll,low,10,1.140445854,0,-8.859554146
driver,strength_event,5,"2,4,9",albon,Alexander Albon,low,6,2.973285054,0,-3.026714946
driver,strength_event,5,"2,4,9",alonso,Fernando Alonso,low,-9,3.383797249,0,12.38379725
driver,strength_event,5,"2,4,9",antonelli,Kimi Antonelli,high,12,11.4708875,0,-0.5291124989
driver,strength_event,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,4.964269202,0,2.964269202
driver,strength_event,5,"2,4,9",bearman,Oliver Bearman,low,2,4.574282616,0,2.574282616
driver,strength_event,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,4.800064324,0,2.800064324
driver,strength_event,5,"2,4,9",bottas,Valtteri Bottas,low,6,2.234363102,0,-3.765636898
driver,strength_event,5,"2,4,9",colapinto,Franco Colapinto,middle,8,5.766820544,0,-2.233179456
driver,strength_event,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.789398715,0,2.789398715
driver,strength_event,5,"2,4,9",hadjar,Isack Hadjar,high,-10,6.339485057,0,16.33948506
driver,strength_event,5,"2,4,9",hamilton,Lewis Hamilton,high,3,9.972517987,0,6.972517987
driver,strength_event,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,3.055387493,0,4.055387493
driver,strength_event,5,"2,4,9",lawson,Liam Lawson,middle,11,5.395307007,0,-5.604692993
driver,strength_event,5,"2,4,9",leclerc,Charles Leclerc,high,6,8.950342621,0,2.950342621
driver,strength_event,5,"2,4,9",max_verstappen,Max Verstappen,high,2,8.515199693,0,6.515199693
driver,strength_event,5,"2,4,9",norris,Lando Norris,high,9,7.304188717,0,-1.695811283
driver,strength_event,5,"2,4,9",ocon,Esteban Ocon,middle,3,5.395307007,0,2.395307007
driver,strength_event,5,"2,4,9",perez,Sergio Perez,low,5,3.2811692,0,-1.7188308
driver,strength_event,5,"2,4,9",piastri,Oscar Piastri,high,6,6.154754569,0,0.154754569
driver,strength_event,5,"2,4,9",russell,George Russell,high,9,8.701982742,0,-0.2980172577
driver,strength_event,5,"2,4,9",stroll,Lance Stroll,low,3,1.413338711,0,-1.586661289
driver,strength_event,9,"2,4,5",albon,Alexander Albon,low,7,2.642909837,0,-4.357090163
driver,strength_event,9,"2,4,5",alonso,Fernando Alonso,low,3,2.993523046,0,-0.006476953711
driver,strength_event,9,"2,4,5",antonelli,Kimi Antonelli,high,16,9.900603273,0,-6.099396727
driver,strength_event,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,4.343383903,0,0.3433839028
driver,strength_event,9,"2,4,5",bearman,Oliver Bearman,low,6,4.010301354,0,-1.989698646
driver,strength_event,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,4.203138619,0,1.203138619
driver,strength_event,9,"2,4,5",bottas,Valtteri Bottas,low,2,2.01180606,0,0.0118060597
driver,strength_event,9,"2,4,5",colapinto,Franco Colapinto,middle,7,5.028832727,0,-1.971167273
driver,strength_event,9,"2,4,5",gasly,Pierre Gasly,middle,5,5.048116454,0,0.04811645393
driver,strength_event,9,"2,4,5",hadjar,Isack Hadjar,high,3,5.517938155,0,2.517938155
driver,strength_event,9,"2,4,5",hamilton,Lewis Hamilton,high,6,8.620865059,0,2.620865059
driver,strength_event,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,2.713032479,0,-0.2869675213
driver,strength_event,9,"2,4,5",lawson,Liam Lawson,middle,6,4.711527773,0,-1.288472227
driver,strength_event,9,"2,4,5",leclerc,Charles Leclerc,high,8,7.747838167,0,-0.252161833
driver,strength_event,9,"2,4,5",max_verstappen,Max Verstappen,high,3,7.376188165,0,4.376188165
driver,strength_event,9,"2,4,5",norris,Lando Norris,high,14,6.341879197,0,-7.658120803
driver,strength_event,9,"2,4,5",ocon,Esteban Ocon,middle,6,4.711527773,0,-1.288472227
driver,strength_event,9,"2,4,5",perez,Sergio Perez,low,-3,2.905869744,0,5.905869744
driver,strength_event,9,"2,4,5",piastri,Oscar Piastri,high,8,5.36016221,0,-2.63983779
driver,strength_event,9,"2,4,5",russell,George Russell,high,14,7.535717175,0,-6.464282825
driver,strength_event,9,"2,4,5",stroll,Lance Stroll,low,3,1.310579641,0,-1.689420359
driver,personal_mean,2,"4,5,9",albon,Alexander Albon,low,13,6,0,-7
driver,personal_mean,2,"4,5,9",alonso,Fernando Alonso,low,6,1.333333333,0,-4.666666667
driver,personal_mean,2,"4,5,9",antonelli,Kimi Antonelli,high,11,9.666666667,0,-1.333333333
driver,personal_mean,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,-1.333333333,0,2.666666667
driver,personal_mean,2,"4,5,9",bearman,Oliver Bearman,low,5,3.666666667,0,-1.333333333
driver,personal_mean,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,-1.666666667,0,-7.666666667
driver,personal_mean,2,"4,5,9",bottas,Valtteri Bottas,low,-8,3,0,11
driver,personal_mean,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.333333333,0,-4.666666667
driver,personal_mean,2,"4,5,9",hadjar,Isack Hadjar,high,3,-1.333333333,0,-4.333333333
driver,personal_mean,2,"4,5,9",hamilton,Lewis Hamilton,high,15,4.333333333,0,-10.66666667
driver,personal_mean,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,-2.666666667,0,0.3333333333
driver,personal_mean,2,"4,5,9",lawson,Liam Lawson,middle,14,7,0,-7
driver,personal_mean,2,"4,5,9",leclerc,Charles Leclerc,high,21,7.333333333,0,-13.66666667
driver,personal_mean,2,"4,5,9",max_verstappen,Max Verstappen,high,15,3.666666667,0,-11.33333333
driver,personal_mean,2,"4,5,9",norris,Lando Norris,high,5,12,0,7
driver,personal_mean,2,"4,5,9",ocon,Esteban Ocon,middle,9,6,0,-3
driver,personal_mean,2,"4,5,9",perez,Sergio Perez,low,9,2,0,-7
driver,personal_mean,2,"4,5,9",piastri,Oscar Piastri,high,7,7.666666667,0,0.6666666667
driver,personal_mean,2,"4,5,9",russell,George Russell,high,12,11,0,-1
driver,personal_mean,2,"4,5,9",sainz,Carlos Sainz,middle,12,4,0,-8
driver,personal_mean,2,"4,5,9",stroll,Lance Stroll,low,5,5.333333333,0,0.3333333333
driver,personal_mean,4,"2,5,9",albon,Alexander Albon,low,5,8.666666667,0,3.666666667
driver,personal_mean,4,"2,5,9",alonso,Fernando Alonso,low,10,0,0,-10
driver,personal_mean,4,"2,5,9",antonelli,Kimi Antonelli,high,1,13,0,12
driver,personal_mean,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,0.6666666667,0,10.66666667
driver,personal_mean,4,"2,5,9",bearman,Oliver Bearman,low,3,4.333333333,0,1.333333333
driver,personal_mean,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,3.666666667,0,13.66666667
driver,personal_mean,4,"2,5,9",bottas,Valtteri Bottas,low,1,0,0,-1
driver,personal_mean,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,8,0,10
driver,personal_mean,4,"2,5,9",gasly,Pierre Gasly,middle,5,4,0,-1
driver,personal_mean,4,"2,5,9",hadjar,Isack Hadjar,high,3,-1.333333333,0,-4.333333333
driver,personal_mean,4,"2,5,9",hamilton,Lewis Hamilton,high,4,8,0,4
