entity_type,model,excluded_round,training_rounds,entity_id,entity_name,form_tier,actual_bonus,predicted_bonus,prediction_event_effect,error
driver,partial_asset,4,"2,5,9",piastri,Oscar Piastri,high,9,6.588836408,0,-2.411163592
driver,partial_asset,4,"2,5,9",russell,George Russell,high,10,10.14007346,0,0.1400734627
driver,partial_asset,4,"2,5,9",sainz,Carlos Sainz,middle,4,6.154659345,0,2.154659345
driver,partial_asset,4,"2,5,9",stroll,Lance Stroll,low,10,2.272789075,0,-7.727210925
driver,partial_asset,5,"2,4,9",albon,Alexander Albon,low,6,5.265918404,0,-0.7340815963
driver,partial_asset,5,"2,4,9",alonso,Fernando Alonso,low,-9,4.642702379,0,13.64270238
driver,partial_asset,5,"2,4,9",antonelli,Kimi Antonelli,high,12,10.53677526,0,-1.463224741
driver,partial_asset,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,1.40046354,0,-0.5995364601
driver,partial_asset,5,"2,4,9",bearman,Oliver Bearman,low,2,4.606804478,0,2.606804478
driver,partial_asset,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,2.592607093,0,0.5926070927
driver,partial_asset,5,"2,4,9",bottas,Valtteri Bottas,low,6,0.55913582,0,-5.44086418
driver,partial_asset,5,"2,4,9",colapinto,Franco Colapinto,middle,8,5.286361925,0,-2.713638075
driver,partial_asset,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.515765885,0,2.515765885
driver,partial_asset,5,"2,4,9",hadjar,Isack Hadjar,high,-10,4.898404142,0,14.89840414
driver,partial_asset,5,"2,4,9",hamilton,Lewis Hamilton,high,3,9.254370893,0,6.254370893
driver,partial_asset,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,0.3127037701,0,1.31270377
driver,partial_asset,5,"2,4,9",lawson,Liam Lawson,middle,11,6.503229571,0,-4.496770429
driver,partial_asset,5,"2,4,9",leclerc,Charles Leclerc,high,6,10.38617879,0,4.386178795
driver,partial_asset,5,"2,4,9",max_verstappen,Max Verstappen,high,2,8.281073496,0,6.281073496
driver,partial_asset,5,"2,4,9",norris,Lando Norris,high,9,8.733846483,0,-0.2661535165
driver,partial_asset,5,"2,4,9",ocon,Esteban Ocon,middle,3,6.503229571,0,3.503229571
driver,partial_asset,5,"2,4,9",perez,Sergio Perez,low,5,3.298506385,0,-1.701493615
driver,partial_asset,5,"2,4,9",piastri,Oscar Piastri,high,6,6.93599421,0,0.9359942105
driver,partial_asset,5,"2,4,9",russell,George Russell,high,9,10.10179592,0,1.101795919
driver,partial_asset,5,"2,4,9",stroll,Lance Stroll,low,3,3.376996441,0,0.3769964413
driver,partial_asset,9,"2,4,5",albon,Alexander Albon,low,7,4.946214589,0,-2.053785411
driver,partial_asset,9,"2,4,5",alonso,Fernando Alonso,low,3,2.716502086,0,-0.283497914
driver,partial_asset,9,"2,4,5",antonelli,Kimi Antonelli,high,16,9.062594345,0,-6.937405655
driver,partial_asset,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,0.7678232345,0,-3.232176766
driver,partial_asset,9,"2,4,5",bearman,Oliver Bearman,low,6,3.721764398,0,-2.278235602
driver,partial_asset,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,2.116851093,0,-0.8831489071
driver,partial_asset,9,"2,4,5",bottas,Valtteri Bottas,low,2,1.016839952,0,-0.9831600479
driver,partial_asset,9,"2,4,5",colapinto,Franco Colapinto,middle,7,5.013735291,0,-1.986264709
driver,partial_asset,9,"2,4,5",gasly,Pierre Gasly,middle,5,4.695451287,0,-0.3045487131
driver,partial_asset,9,"2,4,5",hadjar,Isack Hadjar,high,3,2.576857777,0,-0.4231422226
driver,partial_asset,9,"2,4,5",hamilton,Lewis Hamilton,high,6,8.051044981,0,2.051044981
driver,partial_asset,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,-0.4425850543,0,-3.442585054
driver,partial_asset,9,"2,4,5",lawson,Liam Lawson,middle,6,6.833767963,0,0.8337679633
driver,partial_asset,9,"2,4,5",leclerc,Charles Leclerc,high,8,9.413029114,0,1.413029114
driver,partial_asset,9,"2,4,5",max_verstappen,Max Verstappen,high,3,7.487952939,0,4.487952939
driver,partial_asset,9,"2,4,5",norris,Lando Norris,high,14,7.472747681,0,-6.527252319
driver,partial_asset,9,"2,4,5",ocon,Esteban Ocon,middle,6,5.69091082,0,-0.3090891796
driver,partial_asset,9,"2,4,5",perez,Sergio Perez,low,-3,4.238215926,0,7.238215926
driver,partial_asset,9,"2,4,5",piastri,Oscar Piastri,high,8,6.201656975,0,-1.798343025
driver,partial_asset,9,"2,4,5",russell,George Russell,high,14,8.721290893,0,-5.278709107
driver,partial_asset,9,"2,4,5",stroll,Lance Stroll,low,3,3.333407816,0,0.3334078156
driver,partial_asset,2,"4,5,9",albon,Alexander Albon,low,13,2.905727817,0,-10.09427218
driver,partial_asset,2,"4,5,9",alonso,Fernando Alonso,low,6,2.425109254,0,-3.574890746
driver,partial_asset,2,"4,5,9",antonelli,Kimi Antonelli,high,11,8.788502516,0,-2.211497484
driver,partial_asset,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,2.990517261,0,6.990517261
driver,partial_asset,2,"4,5,9",bearman,Oliver Bearman,low,5,3.53657858,0,-1.46342142
driver,partial_asset,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,2.835396265,0,-3.164603735
driver,partial_asset,2,"4,5,9",bottas,Valtteri Bottas,low,-8,1.97084123,0,9.97084123
driver,partial_asset,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.386171129,0,-4.613828871
driver,partial_asset,2,"4,5,9",hadjar,Isack Hadjar,high,3,3.848866129,0,0.8488661288
driver,partial_asset,2,"4,5,9",hamilton,Lewis Hamilton,high,15,7.011181322,0,-7.988818678
driver,partial_asset,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,1.588551473,0,4.588551473
driver,partial_asset,2,"4,5,9",lawson,Liam Lawson,middle,14,4.575341455,0,-9.424658545
driver,partial_asset,2,"4,5,9",leclerc,Charles Leclerc,high,21,6.846868912,0,-14.15313109
driver,partial_asset,2,"4,5,9",max_verstappen,Max Verstappen,high,15,5.996324588,0,-9.003675412
driver,partial_asset,2,"4,5,9",norris,Lando Norris,high,5,6.556254612,0,1.556254612
driver,partial_asset,2,"4,5,9",ocon,Esteban Ocon,middle,9,4.417446718,0,-4.582553282
driver,partial_asset,2,"4,5,9",perez,Sergio Perez,low,9,2.466316527,0,-6.533683473
driver,partial_asset,2,"4,5,9",piastri,Oscar Piastri,high,7,5.154618166,0,-1.845381834
driver,partial_asset,2,"4,5,9",russell,George Russell,high,12,7.270801037,0,-4.729198963
driver,partial_asset,2,"4,5,9",sainz,Carlos Sainz,middle,12,3.604519162,0,-8.395480838
driver,partial_asset,2,"4,5,9",stroll,Lance Stroll,low,5,1.826815198,0,-3.173184802
driver,partial_asset,4,"2,5,9",albon,Alexander Albon,low,5,3.76816119,0,-1.23183881
driver,partial_asset,4,"2,5,9",alonso,Fernando Alonso,low,10,2.769947473,0,-7.230052527
driver,partial_asset,4,"2,5,9",antonelli,Kimi Antonelli,high,1,12.11566357,0,11.11566357
driver,partial_asset,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,4.300508873,0,14.30050887
driver,partial_asset,4,"2,5,9",bearman,Oliver Bearman,low,3,4.527759273,0,1.527759273
driver,partial_asset,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,4.62611015,0,14.62611015
driver,partial_asset,4,"2,5,9",bottas,Valtteri Bottas,low,1,1.733366933,0,0.7333669327
driver,partial_asset,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,6.182158952,0,8.182158952
driver,partial_asset,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.65821593,0,0.6582159304
driver,partial_asset,4,"2,5,9",hadjar,Isack Hadjar,high,3,5.224913974,0,2.224913974
driver,partial_asset,4,"2,5,9",hamilton,Lewis Hamilton,high,4,9.974933106,0,5.974933106
driver,partial_asset,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,2.421150025,0,12.42115003
driver,partial_asset,4,"2,5,9",lawson,Liam Lawson,middle,4,6.215542365,0,2.215542365
driver,partial_asset,4,"2,5,9",leclerc,Charles Leclerc,high,8,9.632064209,0,1.632064209
driver,partial_asset,4,"2,5,9",max_verstappen,Max Verstappen,high,6,8.450170749,0,2.450170749
driver,partial_asset,4,"2,5,9",norris,Lando Norris,high,13,7.77911174,0,-5.22088826
driver,partial_asset,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.531331839,0,-3.468668161
driver,partial_asset,4,"2,5,9",perez,Sergio Perez,low,4,3.256343007,0,-0.7436569927
driver,partial_asset,4,"2,5,9",piastri,Oscar Piastri,high,9,6.374110147,0,-2.625889853
driver,partial_asset,4,"2,5,9",russell,George Russell,high,10,9.408088771,0,-0.5919112293
driver,partial_asset,4,"2,5,9",sainz,Carlos Sainz,middle,4,5.093560225,0,1.093560225
driver,partial_asset,4,"2,5,9",stroll,Lance Stroll,low,10,1.57189963,0,-8.42810037
driver,partial_asset,5,"2,4,9",albon,Alexander Albon,low,6,3.801202734,0,-2.198797266
driver,partial_asset,5,"2,4,9",alonso,Fernando Alonso,low,-9,3.830784712,0,12.83078471
driver,partial_asset,5,"2,4,9",antonelli,Kimi Antonelli,high,12,11.10828652,0,-0.8917134804
driver,partial_asset,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,3.634149011,0,1.634149011
driver,partial_asset,5,"2,4,9",bearman,Oliver Bearman,low,2,4.569204027,0,2.569204027
driver,partial_asset,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,3.969684641,0,1.969684641
driver,partial_asset,5,"2,4,9",bottas,Valtteri Bottas,low,6,1.600586752,0,-4.399413248
driver,partial_asset,5,"2,4,9",colapinto,Franco Colapinto,middle,8,5.572508094,0,-2.427491906
driver,partial_asset,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.679920386,0,2.679920386
driver,partial_asset,5,"2,4,9",hadjar,Isack Hadjar,high,-10,5.791143374,0,15.79114337
driver,partial_asset,5,"2,4,9",hamilton,Lewis Hamilton,high,3,9.689785984,0,6.689785984
driver,partial_asset,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,2.028171761,0,3.028171761
driver,partial_asset,5,"2,4,9",lawson,Liam Lawson,middle,11,5.786262719,0,-5.213737281
driver,partial_asset,5,"2,4,9",leclerc,Charles Leclerc,high,6,9.461390017,0,3.461390017
driver,partial_asset,5,"2,4,9",max_verstappen,Max Verstappen,high,2,8.411085752,0,6.411085752
driver,partial_asset,5,"2,4,9",norris,Lando Norris,high,9,7.813292601,0,-1.186707399
driver,partial_asset,5,"2,4,9",ocon,Esteban Ocon,middle,3,5.786262719,0,2.786262719
driver,partial_asset,5,"2,4,9",perez,Sergio Perez,low,5,3.270757638,0,-1.729242362
driver,partial_asset,5,"2,4,9",piastri,Oscar Piastri,high,6,6.425199905,0,0.4251999049
driver,partial_asset,5,"2,4,9",russell,George Russell,high,9,9.19980871,0,0.1998087098
driver,partial_asset,5,"2,4,9",stroll,Lance Stroll,low,3,2.120370165,0,-0.8796298353
driver,partial_asset,9,"2,4,5",albon,Alexander Albon,low,7,3.486375384,0,-3.513624616
driver,partial_asset,9,"2,4,5",alonso,Fernando Alonso,low,3,2.885440318,0,-0.1145596819
driver,partial_asset,9,"2,4,5",antonelli,Kimi Antonelli,high,16,9.568072153,0,-6.431927847
driver,partial_asset,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,3.016577157,0,-0.9834228433
driver,partial_asset,9,"2,4,5",bearman,Oliver Bearman,low,6,3.895360206,0,-2.104639794
driver,partial_asset,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,3.425372236,0,0.4253722357
driver,partial_asset,9,"2,4,5",bottas,Valtteri Bottas,low,2,1.641742713,0,-0.358257287
driver,partial_asset,9,"2,4,5",colapinto,Franco Colapinto,middle,7,5.012012261,0,-1.987987739
driver,partial_asset,9,"2,4,5",gasly,Pierre Gasly,middle,5,4.918625323,0,-0.08137467706
driver,partial_asset,9,"2,4,5",hadjar,Isack Hadjar,high,3,4.421865739,0,1.421865739
driver,partial_asset,9,"2,4,5",hamilton,Lewis Hamilton,high,6,8.390432511,0,2.390432511
driver,partial_asset,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,1.545135739,0,-1.454864261
driver,partial_asset,9,"2,4,5",lawson,Liam Lawson,middle,6,5.482963759,0,-0.5170362414
driver,partial_asset,9,"2,4,5",leclerc,Charles Leclerc,high,8,8.343076615,0,0.3430766148
driver,partial_asset,9,"2,4,5",max_verstappen,Max Verstappen,high,3,7.400067785,0,4.400067785
driver,partial_asset,9,"2,4,5",norris,Lando Norris,high,14,6.74387886,0,-7.25612114
driver,partial_asset,9,"2,4,5",ocon,Esteban Ocon,middle,6,5.061911127,0,-0.938088873
driver,partial_asset,9,"2,4,5",perez,Sergio Perez,low,-3,3.390937242,0,6.390937242
driver,partial_asset,9,"2,4,5",piastri,Oscar Piastri,high,8,5.658075992,0,-2.341924008
driver,partial_asset,9,"2,4,5",russell,George Russell,high,14,7.954800224,0,-6.045199776
driver,partial_asset,9,"2,4,5",stroll,Lance Stroll,low,3,2.05413916,0,-0.9458608396
driver,full_partial_pooling,2,"4,5,9",albon,Alexander Albon,low,13,5.092575432,0,-7.907424568
driver,full_partial_pooling,2,"4,5,9",alonso,Fernando Alonso,low,6,1.66813391,0,-4.33186609
driver,full_partial_pooling,2,"4,5,9",antonelli,Kimi Antonelli,high,11,9.406635929,0,-1.593364071
driver,full_partial_pooling,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,-0.04096594947,0,3.959034051
driver,full_partial_pooling,2,"4,5,9",bearman,Oliver Bearman,low,5,3.637253496,0,-1.362746504
driver,full_partial_pooling,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,-0.3211893407,0,-6.321189341
driver,full_partial_pooling,2,"4,5,9",bottas,Valtteri Bottas,low,-8,2.706570171,0,10.70657017
driver,full_partial_pooling,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.356750875,0,-4.643249125
driver,full_partial_pooling,2,"4,5,9",hadjar,Isack Hadjar,high,3,0.2121549522,0,-2.787845048
driver,full_partial_pooling,2,"4,5,9",hamilton,Lewis Hamilton,high,15,5.130847483,0,-9.869152517
driver,full_partial_pooling,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,-1.392312873,0,1.607687127
driver,full_partial_pooling,2,"4,5,9",lawson,Liam Lawson,middle,14,6.288370453,0,-7.711629547
driver,full_partial_pooling,2,"4,5,9",leclerc,Charles Leclerc,high,21,7.192706873,0,-13.80729313
driver,full_partial_pooling,2,"4,5,9",max_verstappen,Max Verstappen,high,15,4.362614886,0,-10.63738511
driver,full_partial_pooling,2,"4,5,9",norris,Lando Norris,high,5,10.38971738,0,5.389717376
driver,full_partial_pooling,2,"4,5,9",ocon,Esteban Ocon,middle,9,5.538370453,0,-3.461629547
driver,full_partial_pooling,2,"4,5,9",perez,Sergio Perez,low,9,2.14924429,0,-6.85075571
driver,full_partial_pooling,2,"4,5,9",piastri,Oscar Piastri,high,7,6.928153637,0,-0.07184636295
driver,full_partial_pooling,2,"4,5,9",russell,George Russell,high,12,9.896993994,0,-2.103006006
driver,full_partial_pooling,2,"4,5,9",sainz,Carlos Sainz,middle,12,4.223134636,0,-7.776865364
driver,full_partial_pooling,2,"4,5,9",stroll,Lance Stroll,low,5,4.305453215,0,-0.6945467851
driver,full_partial_pooling,4,"2,5,9",albon,Alexander Albon,low,5,7.233510812,0,2.233510812
driver,full_partial_pooling,4,"2,5,9",alonso,Fernando Alonso,low,10,0.8427161222,0,-9.157283878
driver,full_partial_pooling,4,"2,5,9",antonelli,Kimi Antonelli,high,1,12.74406074,0,11.74406074
driver,full_partial_pooling,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,1.763156567,0,11.76315657
driver,full_partial_pooling,4,"2,5,9",bearman,Oliver Bearman,low,3,4.409411522,0,1.409411522
driver,full_partial_pooling,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,3.969474443,0,13.96947444
driver,full_partial_pooling,4,"2,5,9",bottas,Valtteri Bottas,low,1,0.5369412534,0,-0.4630587466
driver,full_partial_pooling,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,7.476652949,0,9.476652949
driver,full_partial_pooling,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.23708127,0,0.2370812698
driver,full_partial_pooling,4,"2,5,9",hadjar,Isack Hadjar,high,3,0.6289943564,0,-2.371005644
driver,full_partial_pooling,4,"2,5,9",hamilton,Lewis Hamilton,high,4,8.595461352,0,4.595461352
driver,full_partial_pooling,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,0.505351874,0,10.50535187
driver,full_partial_pooling,4,"2,5,9",lawson,Liam Lawson,middle,4,9.127822143,0,5.127822143
driver,full_partial_pooling,4,"2,5,9",leclerc,Charles Leclerc,high,8,11.07354013,0,3.07354013
driver,full_partial_pooling,4,"2,5,9",max_verstappen,Max Verstappen,high,6,7.207782501,0,1.207782501
driver,full_partial_pooling,4,"2,5,9",norris,Lando Norris,high,13,8.885626836,0,-4.114373164
driver,full_partial_pooling,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.877822143,0,-3.122177857
driver,full_partial_pooling,4,"2,5,9",perez,Sergio Perez,low,4,3.565414795,0,-0.4345852053
driver,full_partial_pooling,4,"2,5,9",piastri,Oscar Piastri,high,9,6.829851967,0,-2.170148033
driver,full_partial_pooling,4,"2,5,9",russell,George Russell,high,10,11.00747092,0,1.007470917
driver,full_partial_pooling,4,"2,5,9",sainz,Carlos Sainz,middle,4,7.477055314,0,3.477055314
driver,full_partial_pooling,4,"2,5,9",stroll,Lance Stroll,low,10,3.068530633,0,-6.931469367
driver,full_partial_pooling,5,"2,4,9",albon,Alexander Albon,low,6,7.00745275,0,1.00745275
driver,full_partial_pooling,5,"2,4,9",alonso,Fernando Alonso,low,-9,5.609499727,0,14.60949973
driver,full_partial_pooling,5,"2,4,9",antonelli,Kimi Antonelli,high,12,9.869825165,0,-2.130174835
driver,full_partial_pooling,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,-1.247619414,0,-3.247619414
driver,full_partial_pooling,5,"2,4,9",bearman,Oliver Bearman,low,2,4.655435959,0,2.655435959
driver,full_partial_pooling,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,0.9615617957,0,-1.038438204
driver,full_partial_pooling,5,"2,4,9",bottas,Valtteri Bottas,low,6,-0.6762318077,0,-6.676231808
driver,full_partial_pooling,5,"2,4,9",colapinto,Franco Colapinto,middle,8,4.951882426,0,-3.048117574
driver,full_partial_pooling,5,"2,4,9",gasly,Pierre Gasly,middle,3,5.911573695,0,2.911573695
driver,full_partial_pooling,5,"2,4,9",hadjar,Isack Hadjar,high,-10,3.844237958,0,13.84423796
driver,full_partial_pooling,5,"2,4,9",hamilton,Lewis Hamilton,high,3,8.7473537,0,5.7473537
driver,full_partial_pooling,5,"2,4,9",hulkenberg,Nico Hulkenberg,low,-1,-1.722137855,0,-0.7221378546
driver,full_partial_pooling,5,"2,4,9",lawson,Liam Lawson,middle,11,7.359529912,0,-3.640470088
driver,full_partial_pooling,5,"2,4,9",leclerc,Charles Leclerc,high,6,11.49325673,0,5.493256729
driver,full_partial_pooling,5,"2,4,9",max_verstappen,Max Verstappen,high,2,8.135086934,0,6.135086934
driver,full_partial_pooling,5,"2,4,9",norris,Lando Norris,high,9,9.834048353,0,0.8340483527
driver,full_partial_pooling,5,"2,4,9",ocon,Esteban Ocon,middle,3,7.359529912,0,4.359529912
driver,full_partial_pooling,5,"2,4,9",perez,Sergio Perez,low,5,3.333987982,0,-1.666012018
driver,full_partial_pooling,5,"2,4,9",piastri,Oscar Piastri,high,6,7.548316818,0,1.548316818
driver,full_partial_pooling,5,"2,4,9",russell,George Russell,high,9,11.18151831,0,2.181518308
driver,full_partial_pooling,5,"2,4,9",stroll,Lance Stroll,low,3,4.869674239,0,1.869674239
driver,full_partial_pooling,9,"2,4,5",albon,Alexander Albon,low,7,6.674041884,0,-0.3259581163
driver,full_partial_pooling,9,"2,4,5",alonso,Fernando Alonso,low,3,2.511178968,0,-0.4888210317
driver,full_partial_pooling,9,"2,4,5",antonelli,Kimi Antonelli,high,16,8.477779536,0,-7.522220464
driver,full_partial_pooling,9,"2,4,5",arvid_lindblad,Arvid Lindblad,middle,4,-1.903343256,0,-5.903343256
driver,full_partial_pooling,9,"2,4,5",bearman,Oliver Bearman,low,6,3.513876514,0,-2.486123486
driver,full_partial_pooling,9,"2,4,5",bortoleto,Gabriel Bortoleto,middle,3,0.5618019105,0,-2.43819809
driver,full_partial_pooling,9,"2,4,5",bottas,Valtteri Bottas,low,2,0.2671951312,0,-1.732804869
driver,full_partial_pooling,9,"2,4,5",colapinto,Franco Colapinto,middle,7,5.017009745,0,-1.982990255
driver,full_partial_pooling,9,"2,4,5",gasly,Pierre Gasly,middle,5,5.229587881,0,0.2295878812
driver,full_partial_pooling,9,"2,4,5",hadjar,Isack Hadjar,high,3,0.388565978,0,-2.611434022
driver,full_partial_pooling,9,"2,4,5",hamilton,Lewis Hamilton,high,6,7.659729177,0,1.659729177
driver,full_partial_pooling,9,"2,4,5",hulkenberg,Nico Hulkenberg,low,3,-2.808530699,0,-5.808530699
driver,full_partial_pooling,9,"2,4,5",lawson,Liam Lawson,middle,6,8.438150683,0,2.438150683
driver,full_partial_pooling,9,"2,4,5",leclerc,Charles Leclerc,high,8,10.69275784,0,2.692757837
driver,full_partial_pooling,9,"2,4,5",max_verstappen,Max Verstappen,high,3,7.600392527,0,4.600392527
driver,full_partial_pooling,9,"2,4,5",norris,Lando Norris,high,14,8.343338127,0,-5.656661873
driver,full_partial_pooling,9,"2,4,5",ocon,Esteban Ocon,middle,6,6.438150683,0,0.4381506833
driver,full_partial_pooling,9,"2,4,5",perez,Sergio Perez,low,-3,5.239394697,0,8.239394697
driver,full_partial_pooling,9,"2,4,5",piastri,Oscar Piastri,high,8,6.84935429,0,-1.15064571
driver,full_partial_pooling,9,"2,4,5",russell,George Russell,high,14,9.6400399,0,-4.3599601
driver,full_partial_pooling,9,"2,4,5",stroll,Lance Stroll,low,3,4.842920962,0,1.842920962
driver,full_partial_pooling,2,"4,5,9",albon,Alexander Albon,low,13,5.091491945,0,-7.908508055
driver,full_partial_pooling,2,"4,5,9",alonso,Fernando Alonso,low,6,1.66709961,0,-4.33290039
driver,full_partial_pooling,2,"4,5,9",antonelli,Kimi Antonelli,high,11,9.406570629,0,-1.593429371
driver,full_partial_pooling,2,"4,5,9",arvid_lindblad,Arvid Lindblad,middle,-4,-0.04181087568,0,3.958189124
driver,full_partial_pooling,2,"4,5,9",bearman,Oliver Bearman,low,5,3.636361842,0,-1.363638158
driver,full_partial_pooling,2,"4,5,9",bortoleto,Gabriel Bortoleto,middle,6,-0.3220539421,0,-6.322053942
driver,full_partial_pooling,2,"4,5,9",bottas,Valtteri Bottas,low,-8,2.705398146,0,10.70539815
driver,full_partial_pooling,2,"4,5,9",colapinto,Franco Colapinto,middle,9,4.356002111,0,-4.643997889
driver,full_partial_pooling,2,"4,5,9",hadjar,Isack Hadjar,high,3,0.2114748052,0,-2.788525195
driver,full_partial_pooling,2,"4,5,9",hamilton,Lewis Hamilton,high,15,5.130602649,0,-9.869397351
driver,full_partial_pooling,2,"4,5,9",hulkenberg,Nico Hulkenberg,low,-3,-1.393386522,0,1.606613478
driver,full_partial_pooling,2,"4,5,9",lawson,Liam Lawson,middle,14,6.287577174,0,-7.712422826
driver,full_partial_pooling,2,"4,5,9",leclerc,Charles Leclerc,high,21,7.19233956,0,-13.80766044
driver,full_partial_pooling,2,"4,5,9",max_verstappen,Max Verstappen,high,15,4.362195435,0,-10.63780457
driver,full_partial_pooling,2,"4,5,9",norris,Lando Norris,high,5,10.38915282,0,5.38915282
driver,full_partial_pooling,2,"4,5,9",ocon,Esteban Ocon,middle,9,5.537577174,0,-3.462422826
driver,full_partial_pooling,2,"4,5,9",perez,Sergio Perez,low,9,2.148197694,0,-6.851802306
driver,full_partial_pooling,2,"4,5,9",piastri,Oscar Piastri,high,7,6.927451356,0,-0.0725486445
driver,full_partial_pooling,2,"4,5,9",russell,George Russell,high,12,9.896596923,0,-2.103403077
driver,full_partial_pooling,2,"4,5,9",sainz,Carlos Sainz,middle,12,4.172199815,0,-7.827800185
driver,full_partial_pooling,2,"4,5,9",stroll,Lance Stroll,low,5,4.304182814,0,-0.6958171859
driver,full_partial_pooling,4,"2,5,9",albon,Alexander Albon,low,5,7.234841281,0,2.234841281
driver,full_partial_pooling,4,"2,5,9",alonso,Fernando Alonso,low,10,0.8439311628,0,-9.156068837
driver,full_partial_pooling,4,"2,5,9",antonelli,Kimi Antonelli,high,1,12.74300183,0,11.74300183
driver,full_partial_pooling,4,"2,5,9",arvid_lindblad,Arvid Lindblad,middle,-10,1.763927207,0,11.76392721
driver,full_partial_pooling,4,"2,5,9",bearman,Oliver Bearman,low,3,4.410291819,0,1.410291819
driver,full_partial_pooling,4,"2,5,9",bortoleto,Gabriel Bortoleto,middle,-10,3.970291254,0,13.97029125
driver,full_partial_pooling,4,"2,5,9",bottas,Valtteri Bottas,low,1,0.5384794944,0,-0.4615205056
driver,full_partial_pooling,4,"2,5,9",colapinto,Franco Colapinto,middle,-2,7.477197925,0,9.477197925
driver,full_partial_pooling,4,"2,5,9",gasly,Pierre Gasly,middle,5,5.164947423,0,0.1649474233
driver,full_partial_pooling,4,"2,5,9",hadjar,Isack Hadjar,high,3,0.6293783102,0,-2.37062169
driver,full_partial_pooling,4,"2,5,9",hamilton,Lewis Hamilton,high,4,8.594823762,0,4.594823762
driver,full_partial_pooling,4,"2,5,9",hulkenberg,Nico Hulkenberg,low,-10,0.5066592576,0,10.50665926
driver,full_partial_pooling,4,"2,5,9",lawson,Liam Lawson,middle,4,9.128471583,0,5.128471583
driver,full_partial_pooling,4,"2,5,9",leclerc,Charles Leclerc,high,8,11.07318996,0,3.073189957
driver,full_partial_pooling,4,"2,5,9",max_verstappen,Max Verstappen,high,6,7.207554683,0,1.207554683
driver,full_partial_pooling,4,"2,5,9",norris,Lando Norris,high,13,8.885739532,0,-4.114260468
driver,full_partial_pooling,4,"2,5,9",ocon,Esteban Ocon,middle,9,5.878471583,0,-3.121528417
driver,full_partial_pooling,4,"2,5,9",perez,Sergio Perez,low,4,3.566658692,0,-0.4333413076
driver,full_partial_pooling,4,"2,5,9",piastri,Oscar Piastri,high,9,6.830287863,0,-2.169712137
driver,full_partial_pooling,4,"2,5,9",russell,George Russell,high,10,11.00719058,0,1.007190579
driver,full_partial_pooling,4,"2,5,9",sainz,Carlos Sainz,middle,4,7.588042633,0,3.588042633
driver,full_partial_pooling,4,"2,5,9",stroll,Lance Stroll,low,10,3.070299731,0,-6.929700269
driver,full_partial_pooling,5,"2,4,9",albon,Alexander Albon,low,6,7.006173649,0,1.006173649
driver,full_partial_pooling,5,"2,4,9",alonso,Fernando Alonso,low,-9,5.608221032,0,14.60822103
driver,full_partial_pooling,5,"2,4,9",antonelli,Kimi Antonelli,high,12,9.868554483,0,-2.131445517
driver,full_partial_pooling,5,"2,4,9",arvid_lindblad,Arvid Lindblad,middle,2,-1.248896542,0,-3.248896542
driver,full_partial_pooling,5,"2,4,9",bearman,Oliver Bearman,low,2,4.654158444,0,2.654158444
driver,full_partial_pooling,5,"2,4,9",bortoleto,Gabriel Bortoleto,middle,2,0.9602845046,0,-1.039715495
driver,full_partial_pooling,5,"2,4,9",bottas,Valtteri Bottas,low,6,-0.6775116408,0,-6.677511641
