season,round,event_name,event_date,entity_type,entity_id,entity_name,total_fantasy_points,sprint_points,sprint_qualifying_points,extra_sprint_points,base_weekend_points,current_price,data_source,observation_valid,exclusion_reason
2026,5,Canadian Grand Prix,2026-05-24,driver,hulkenberg,Nico Hulkenberg,1,-1,,-1,2,3,Formula 1 Fantasy playerstats,True,
2026,9,British Grand Prix,2026-07-05,driver,hulkenberg,Nico Hulkenberg,-7,3,,3,-10,3,Formula 1 Fantasy playerstats,True,
2026,2,Chinese Grand Prix,2026-03-15,driver,lawson,Liam Lawson,35,14,,14,21,10.3,Formula 1 Fantasy playerstats,True,
2026,4,Miami Grand Prix,2026-05-03,driver,lawson,Liam Lawson,-12,4,,4,-16,10.3,Formula 1 Fantasy playerstats,True,
2026,5,Canadian Grand Prix,2026-05-24,driver,lawson,Liam Lawson,23,11,,11,12,10.3,Formula 1 Fantasy playerstats,True,
2026,9,British Grand Prix,2026-07-05,driver,lawson,Liam Lawson,22,6,,6,16,10.3,Formula 1 Fantasy playerstats,True,
2026,2,Chinese Grand Prix,2026-03-15,driver,leclerc,Charles Leclerc,51,21,,21,30,23.9,Formula 1 Fantasy playerstats,True,
2026,4,Miami Grand Prix,2026-05-03,driver,leclerc,Charles Leclerc,27,8,,8,19,23.9,Formula 1 Fantasy playerstats,True,
2026,5,Canadian Grand Prix,2026-05-24,driver,leclerc,Charles Leclerc,27,6,,6,21,23.9,Formula 1 Fantasy playerstats,True,
2026,9,British Grand Prix,2026-07-05,driver,leclerc,Charles Leclerc,54,8,,8,46,23.9,Formula 1 Fantasy playerstats,True,
2026,2,Chinese Grand Prix,2026-03-15,driver,max_verstappen,Max Verstappen,14,15,,15,-1,27.6,Formula 1 Fantasy playerstats,True,
2026,4,Miami Grand Prix,2026-05-03,driver,max_verstappen,Max Verstappen,52,6,,6,46,27.6,Formula 1 Fantasy playerstats,True,
2026,5,Canadian Grand Prix,2026-05-24,driver,max_verstappen,Max Verstappen,26,2,,2,24,27.6,Formula 1 Fantasy playerstats,True,
2026,9,British Grand Prix,2026-07-05,driver,max_verstappen,Max Verstappen,-3,3,,3,-6,27.6,Formula 1 Fantasy playerstats,True,
2026,2,Chinese Grand Prix,2026-03-15,driver,norris,Lando Norris,-10,5,,5,-15,26.1,Formula 1 Fantasy playerstats,True,
2026,4,Miami Grand Prix,2026-05-03,driver,norris,Lando Norris,54,13,,13,41,26.1,Formula 1 Fantasy playerstats,True,
2026,5,Canadian Grand Prix,2026-05-24,driver,norris,Lando Norris,6,9,,9,-3,26.1,Formula 1 Fantasy playerstats,True,
2026,9,British Grand Prix,2026-07-05,driver,norris,Lando Norris,38,14,,14,24,26.1,Formula 1 Fantasy playerstats,True,
2026,2,Chinese Grand Prix,2026-03-15,driver,ocon,Esteban Ocon,24,9,,9,15,10.7,Formula 1 Fantasy playerstats,True,
2026,4,Miami Grand Prix,2026-05-03,driver,ocon,Esteban Ocon,14,9,,9,5,10.7,Formula 1 Fantasy playerstats,True,
2026,5,Canadian Grand Prix,2026-05-24,driver,ocon,Esteban Ocon,8,3,,3,5,10.7,Formula 1 Fantasy playerstats,True,
