decay,history_mode,objective,budget,driver_slots,constructor_slots,drs_multiplier,chip,locked_driver_count,excluded_driver_count,locked_constructor_count,excluded_constructor_count,transfer_constraint,driver_ids_out,driver_ids_in,constructor_ids_out,constructor_ids_in,overlap_count,swap_count,production_ev_difference_shadow_minus_production_team,shadow_ev_difference_shadow_minus_production_team,production_penalty_of_shadow_team,shadow_advantage_of_shadow_team,selected_by,scored_by,predicted_score
0.850000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,131,11161,,,6,1,-7.282561148160,22.122627619948,7.282561148160,22.122627619948,sprint_shadow_ev,production_ev,186.901969042787
0.850000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,131,11161,,,6,1,-7.282561148160,22.122627619948,7.282561148160,22.122627619948,sprint_shadow_ev,sprint_shadow_ev,269.777543895689
0.700000000000,current_season_only,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,production_ev,production_ev,239.677906782374
0.700000000000,current_season_only,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,production_ev,sprint_shadow_ev,287.256515189068
0.700000000000,current_season_only,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,sprint_shadow_ev,production_ev,239.677906782374
0.700000000000,current_season_only,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,sprint_shadow_ev,sprint_shadow_ev,287.256515189068
0.700000000000,current_season_only,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-0.037733663329,1.353866749435,0.037733663329,1.353866749435,production_ev,production_ev,231.064705013809
0.700000000000,current_season_only,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-0.037733663329,1.353866749435,0.037733663329,1.353866749435,production_ev,sprint_shadow_ev,280.657466710366
0.700000000000,current_season_only,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-0.037733663329,1.353866749435,0.037733663329,1.353866749435,sprint_shadow_ev,production_ev,231.026971350480
0.700000000000,current_season_only,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-0.037733663329,1.353866749435,0.037733663329,1.353866749435,sprint_shadow_ev,sprint_shadow_ev,282.011333459802
0.700000000000,all_supported,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,"12, 131","11051, 115",29,28,4,3,-3.363700234647,27.958099614143,3.363700234647,27.958099614143,production_ev,production_ev,215.439578071284
0.700000000000,all_supported,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,"12, 131","11051, 115",29,28,4,3,-3.363700234647,27.958099614143,3.363700234647,27.958099614143,production_ev,sprint_shadow_ev,259.298415574925
0.700000000000,all_supported,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,"12, 131","11051, 115",29,28,4,3,-3.363700234647,27.958099614143,3.363700234647,27.958099614143,sprint_shadow_ev,production_ev,212.075877836637
0.700000000000,all_supported,Points only,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,"12, 131","11051, 115",29,28,4,3,-3.363700234647,27.958099614143,3.363700234647,27.958099614143,sprint_shadow_ev,sprint_shadow_ev,287.256515189068
0.700000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-1.592763299903,3.331860696763,1.592763299903,3.331860696763,production_ev,production_ev,201.659845026425
0.700000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-1.592763299903,3.331860696763,1.592763299903,3.331860696763,production_ev,sprint_shadow_ev,276.701478815711
0.700000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-1.592763299903,3.331860696763,1.592763299903,3.331860696763,sprint_shadow_ev,production_ev,200.067081726522
0.700000000000,all_supported,Combined points + price growth,117.000000000000,5,2,2.000000000000,none,0,0,0,0,not_applicable_fresh_team_optimisation,,,,,7,0,-1.592763299903,3.331860696763,1.592763299903,3.331860696763,sprint_shadow_ev,sprint_shadow_ev,280.033339512474
