view,view_position,asset_id,entity,entity_type,current_price,production_ev,shadow_normal_ev,shadow_sprint_bonus,shadow_sprint_ev,shadow_personal_mean_bonus,shadow_personal_weight,shadow_group_bonus,shadow_strength,shadow_valid_race_count,shadow_minus_production,baseline_difference,production_points_per_million,shadow_points_per_million,production_rank,shadow_rank,rank_change,absolute_rank_change
production_ev,1,131,Max Verstappen,driver,27.600000000000,30.701439642006,22.829641560152,7.301573317323,30.131214877475,6.500000000000,0.416658964446,7.874107543389,,11,-0.570224764531,-7.871798081854,1.112371001522,1.091710683966,1,4,-3,3
production_ev,2,110,Lewis Hamilton,driver,25.000000000000,27.666919966406,28.567931095704,8.202308873965,36.770239969668,7.000000000000,0.416658964446,9.061073712776,,11,9.103320003262,0.901011129298,1.106676798656,1.470809598787,2,2,0,0
production_ev,3,115,Charles Leclerc,driver,23.900000000000,27.633830026788,26.299286663314,9.491035841626,35.790322504941,10.750000000000,0.416658964446,8.591804224903,,10,8.156492478152,-1.334543363474,1.156227197774,1.497503033680,3,3,0,0
production_ev,4,117,Lando Norris,driver,26.100000000000,27.464948601164,21.396083171346,8.691065268288,30.087148439634,10.250000000000,0.416658964446,7.577575746098,,11,2.622199838471,-6.068865429818,1.052296881271,1.152764308032,4,5,-1,1
production_ev,5,11161,Kimi Antonelli,driver,25.700000000000,27.060159067926,31.398673654485,9.793855032964,41.192528687449,10.000000000000,0.416658964446,9.646613293988,,11,14.132369619523,4.338514586559,1.052924477351,1.602822127916,5,1,4,4
production_ev,6,124,George Russell,driver,27.900000000000,24.672295808597,20.066606070125,8.947303951572,29.013910021696,11.250000000000,0.416658964446,7.302573180900,,10,4.341614213099,-4.605689738472,0.884311677727,1.039925090383,6,6,0,0
production_ev,7,1982,Oscar Piastri,driver,24.400000000000,18.774695642511,11.255422332766,6.321638462297,17.577060795063,7.500000000000,0.416658964446,5.479978321629,,11,-1.197634847448,-7.519273309745,0.769454739447,0.720371344060,7,8,-1,1
production_ev,8,11032,Isack Hadjar,driver,14.500000000000,12.155779558275,16.990164703474,3.784509546478,20.774674249952,-0.250000000000,0.416658964446,6.666210759364,,11,8.618894691677,4.834385145199,0.838329624709,1.432736155169,8,7,1,1
production_ev,9,18,Pierre Gasly,driver,13.000000000000,8.076671099360,10.213511760654,4.939654385583,15.153166146237,4.333333333333,0.348830011136,5.264458942037,,10,7.076495046877,2.136840661294,0.621282392258,1.165628165095,9,11,-2,2
production_ev,10,114,Liam Lawson,driver,10.300000000000,7.254887316603,8.979371245195,6.567824300776,15.547195545972,8.750000000000,0.416658964446,5.009176765868,,11,8.292308229369,1.724483928593,0.704357991903,1.509436460774,10,9,1,1
production_ev,11,11059,Franco Colapinto,driver,11.200000000000,7.062840540198,9.920089139413,5.327193631613,15.247282771027,5.500000000000,0.416658964446,5.203764422775,,10,8.184442230829,2.857248599215,0.630610762518,1.361364533127,11,10,1,1
production_ev,12,118,Esteban Ocon,driver,10.700000000000,7.057350728717,7.832590079649,5.596130948314,13.428721027963,6.750000000000,0.416658964446,4.771964886133,,11,6.371370299247,0.775239350932,0.659565488665,1.255020656819,12,12,0,0
production_ev,13,11149,Arvid Lindblad,driver,8.000000000000,6.427029949429,6.514930449785,1.791370673892,8.306301123677,-2.000000000000,0.416658964446,4.499406766901,,11,1.879271174248,0.087900500356,0.803378743679,1.038287640460,13,15,-2,2
production_ev,14,125,Carlos Sainz,driver,10.000000000000,5.547403613986,3.560049185099,4.970219314494,8.530268499593,8.000000000000,0.263151750059,3.888189073195,,9,2.982864885607,-1.987354428887,0.554740361399,0.853026849959,14,14,0,0
production_ev,15,11031,Oliver Bearman,driver,7.600000000000,4.980537954609,3.875613910134,3.972853460970,7.848467371104,4.000000000000,0.416658964446,3.953463690404,,11,2.867929416494,-1.104924044475,0.655333941396,1.032693075145,15,16,-1,1
production_ev,16,11051,Gabriel Bortoleto,driver,7.800000000000,4.780742144298,7.288979635257,2.822253363988,10.111232999246,0.250000000000,0.416658964446,4.659518972970,,11,5.330490854948,2.508237490959,0.612915659525,1.296311922980,16,13,3,3
production_ev,17,12,Fernando Alonso,driver,6.200000000000,2.813142485466,2.172523840285,3.142363025888,5.314886866173,2.500000000000,0.416658964446,3.601179218907,,11,2.501744380707,-0.640618645181,0.453732658946,0.857239817125,17,17,0,0
production_ev,18,11,Alexander Albon,driver,5.800000000000,0.863566318811,-2.118726871945,4.812022286265,2.693295414320,7.750000000000,0.416658964446,2.713533276990,,11,1.829729095509,-2.982293190756,0.148890744623,0.464361278331,18,18,0,0
production_ev,19,121,Sergio Perez,driver,3.800000000000,0.368421142423,-4.817096978406,2.819789777918,-1.997307200488,3.750000000000,0.416658964446,2.155374960123,,11,-2.365728342911,-5.185518120829,0.096952932217,-0.525607158023,19,20,-1,1
production_ev,20,111,Nico Hulkenberg,driver,3.000000000000,0.278950314966,-0.447921393781,0.638709553804,0.190788160023,-2.750000000000,0.416658964446,3.059139675189,,11,-0.088162154943,-0.726871708747,0.092983438322,0.063596053341,20,19,1,1
